source target weight
6021 19163 1.0
6021 19164 1.0
6021 19165 1.0
6022 19166 1.0
6022 19167 1.0
6022 19168 1.0
6022 19169 1.0
6023 19170 1.0
6023 19171 1.0
6023 19172 1.0
6024 19173 1.0
6024 19174 1.0
6025 19175 1.0
6025 19176 1.0
6025 19177 1.0
6025 19178 1.0
6026 19179 1.0
6026 19180 1.0
6026 19181 1.0
6027 19182 1.0
6027 19183 1.0
6027 19184 1.0
6028 19185 1.0
6028 19186 1.0
6028 19187 1.0
6029 19188 1.0
6029 19189 1.0
6029 19190 1.0
6030 19191 1.0
6030 19192 1.0
6030 19193 1.0
6031 19194 1.0
6031 19195 1.0
6031 19196 1.0
6032 19197 1.0
6032 19198 1.0
6032 19199 1.0
6033 19200 1.0
6033 19201 1.0
6034 19202 1.0
6034 19203 1.0
6034 19204 1.0
6035 19205 1.0
6035 19206 1.0
6035 19207 1.0
6036 19208 1.0
6036 19209 1.0
6036 19210 1.0
6037 19211 1.0
6037 19212 1.0
6037 19213 1.0
6038 19214 1.0
6038 19215 1.0
6038 19216 1.0
6038 19217 1.0
6039 19218 1.0
6039 19219 1.0
6039 19220 1.0
6040 19221 1.0
6040 19222 1.0
6040 19223 1.0
6041 19224 1.0
6041 19225 1.0
6041 19226 1.0
6042 19227 1.0
6042 19228 1.0
6042 19229 1.0
6043 19230 1.0
6043 19231 1.0
6043 19232 1.0
6044 19233 1.0
6044 19234 1.0
6044 19235 1.0
6045 19236 1.0
6045 19237 1.0
6045 19238 1.0
6046 19239 1.0
6046 19240 1.0
6047 19241 1.0
6047 19242 1.0
6047 19243 1.0
6048 19244 1.0
6048 19245 1.0
6049 19246 1.0
6049 19247 1.0
6049 19248 1.0
6050 19249 1.0
6050 19250 1.0
6050 19251 1.0
6050 19252 1.0
6051 19253 1.0
6051 19254 1.0
6051 19255 1.0
6052 19256 1.0
6052 19257 1.0
6052 19258 1.0
6053 19259 1.0
6053 19260 1.0
6053 19261 1.0
6054 19262 1.0
6054 19263 1.0
6054 19264 1.0
6055 19265 1.0
6055 19266 1.0
6056 19267 1.0
6056 19268 1.0
6056 19269 1.0
6057 19270 1.0
6057 19271 1.0
6057 19272 1.0
6057 19273 1.0
6058 19274 1.0
6058 19275 1.0
6059 19276 1.0
6059 19277 1.0
6059 19278 1.0
6060 19279 1.0
6060 19280 1.0
6060 19281 1.0
6060 19282 1.0
6061 19283 1.0
6061 19284 1.0
6062 19285 1.0
6062 19286 1.0
6062 19287 1.0
6063 19288 1.0
6063 19289 1.0
6063 19290 1.0
6064 19291 1.0
6064 19292 1.0
6064 19293 1.0
6064 19294 1.0
6064 19295 1.0
6065 19296 1.0
6065 19297 1.0
6065 19298 1.0
6066 19299 1.0
6066 19300 1.0
6066 19301 1.0
6067 19302 1.0
6067 19303 1.0
6067 19304 1.0
6067 19305 1.0
6068 19306 1.0
6068 19307 1.0
6068 19308 1.0
6069 19309 1.0
6069 19310 1.0
6069 19311 1.0
6070 19312 1.0
6070 19313 1.0
6070 19314 1.0
6071 19315 1.0
6071 19316 1.0
6072 19317 1.0
6072 19318 1.0
6072 19319 1.0
6072 19320 1.0
6073 19321 1.0
6073 19322 1.0
6073 19323 1.0
6074 19324 1.0
6074 19325 1.0
6074 19326 1.0
6075 19327 1.0
6075 19328 1.0
6075 19329 1.0
6075 19330 1.0
6076 19331 1.0
6076 19332 1.0
6077 19333 1.0
6077 19334 1.0
6077 19335 1.0
6078 19336 1.0
6078 19337 1.0
6078 19338 1.0
6078 19339 1.0
6079 19340 1.0
6079 19341 1.0
6080 19342 1.0
6080 19343 1.0
6080 19344 1.0
6081 19345 1.0
6081 19346 1.0
6081 19347 1.0
6081 19348 1.0
6082 19349 1.0
6082 19350 1.0
6082 19351 1.0
6083 19352 1.0
6083 19353 1.0
6084 19354 1.0
6084 19355 1.0
6084 19356 1.0
6084 19357 1.0
6085 19358 1.0
6085 19359 1.0
6086 19360 1.0
6086 19361 1.0
6086 19362 1.0
6087 19363 1.0
6087 19364 1.0
6087 19365 1.0
6088 19366 1.0
6088 19367 1.0
6088 19368 1.0
6089 19369 1.0
6089 19370 1.0
6089 19371 1.0
6090 19372 1.0
6090 19373 1.0
6090 19374 1.0
6090 19375 1.0
6091 19376 1.0
6091 19377 1.0
6091 19378 1.0
6091 19379 1.0
6092 19380 1.0
6092 19381 1.0
6092 19382 1.0
6093 19383 1.0
6093 19384 1.0
6093 19385 1.0
6094 19386 1.0
6094 19387 1.0
6095 19388 1.0
6095 19389 1.0
6095 19390 1.0
6096 19391 1.0
6096 19392 1.0
6096 19393 1.0
6097 19394 1.0
6097 19395 1.0
6097 19396 1.0
6098 19397 1.0
6098 19398 1.0
6098 19399 1.0
6099 19400 1.0
6099 19401 1.0
6099 19402 1.0
6100 19403 1.0
6100 19404 1.0
6100 19405 1.0
6101 19406 1.0
6101 19407 1.0
6101 19408 1.0
6102 19409 1.0
6102 19410 1.0
6102 19411 1.0
6103 19412 1.0
6103 19413 1.0
6103 19414 1.0
6104 19415 1.0
6104 19416 1.0
6105 19417 1.0
6105 19418 1.0
6105 19419 1.0
6105 19420 1.0
6106 19421 1.0
6106 19422 1.0
6106 19423 1.0
6107 19424 1.0
6107 19425 1.0
6107 19426 1.0
6108 19427 1.0
6108 19428 1.0
6108 19429 1.0
6109 19430 1.0
6109 19431 1.0
6109 19432 1.0
6110 19433 1.0
6110 19434 1.0
6111 19435 1.0
6111 19436 1.0
6111 19437 1.0
6112 19438 1.0
6112 19439 1.0
6112 19440 1.0
6113 19441 1.0
6113 19442 1.0
6113 19443 1.0
6114 19444 1.0
6114 19445 1.0
6114 19446 1.0
6115 19447 1.0
6115 19448 1.0
6115 19449 1.0
6116 19450 1.0
6116 19451 1.0
6116 19452 1.0
6117 19453 1.0
6117 19454 1.0
6117 19455 1.0
6118 19456 1.0
6118 19457 1.0
6118 19458 1.0
6118 19459 1.0
6119 19460 1.0
6119 19461 1.0
6119 19462 1.0
6120 19463 1.0
6120 19464 1.0
6120 19465 1.0
6121 19466 1.0
6121 19467 1.0
6121 19468 1.0
6122 19469 1.0
6122 19470 1.0
6122 19471 1.0
6123 19472 1.0
6123 19473 1.0
6124 19474 1.0
6124 19475 1.0
6124 19476 1.0
6125 19477 1.0
6125 19478 1.0
6125 19479 1.0
6125 19480 1.0
6126 19481 1.0
6126 19482 1.0
6126 19483 1.0
6127 19484 1.0
6127 19485 1.0
6127 19486 1.0
6128 19487 1.0
6128 19488 1.0
6128 19489 1.0
6129 19490 1.0
6129 19491 1.0
6130 19492 1.0
6130 19493 1.0
6130 19494 1.0
6131 19495 1.0
6131 19496 1.0
6131 19497 1.0
6132 19498 1.0
6132 19499 1.0
6132 19500 1.0
6133 19501 1.0
6133 19502 1.0
6134 19503 1.0
6134 19504 1.0
6134 19505 1.0
6135 19506 1.0
6135 19507 1.0
6135 19508 1.0
6135 19509 1.0
6136 19510 1.0
6136 19511 1.0
6136 19512 1.0
6137 19513 1.0
6137 19514 1.0
6137 19515 1.0
6138 19516 1.0
6138 19517 1.0
6138 19518 1.0
6139 19519 1.0
6139 19520 1.0
6139 19521 1.0
6140 19522 1.0
6140 19523 1.0
6140 19524 1.0
6141 19525 1.0
6141 19526 1.0
6141 19527 1.0
6141 19528 1.0
6141 19529 1.0
6142 19530 1.0
6142 19531 1.0
6142 19532 1.0
6142 19533 1.0
6142 19534 1.0
6143 19535 1.0
6143 19536 1.0
6143 19537 1.0
6144 19538 1.0
6144 19539 1.0
6144 19540 1.0
6145 19541 1.0
6145 19542 1.0
6145 19543 1.0
6146 19544 1.0
6146 19545 1.0
6146 19546 1.0
6147 19547 1.0
6147 19548 1.0
6147 19549 1.0
6148 19550 1.0
6148 19551 1.0
6148 19552 1.0
6149 19553 1.0
6149 19554 1.0
6149 19555 1.0
6150 19556 1.0
6150 19557 1.0
6150 19558 1.0
6151 19559 1.0
6151 19560 1.0
6151 19561 1.0
6152 19562 1.0
6152 19563 1.0
6152 19564 1.0
6153 19565 1.0
6153 19566 1.0
6153 19567 1.0
6153 19568 1.0
6154 19569 1.0
6154 19570 1.0
6154 19571 1.0
6155 19572 1.0
6155 19573 1.0
6155 19574 1.0
6156 19575 1.0
6156 19576 1.0
6156 19577 1.0
6157 19578 1.0
6157 19579 1.0
6157 19580 1.0
6158 19581 1.0
6158 19582 1.0
6158 19583 1.0
6159 19584 1.0
6159 19585 1.0
6159 19586 1.0
6160 19587 1.0
6160 19588 1.0
6160 19589 1.0
6161 19590 1.0
6161 19591 1.0
6161 19592 1.0
6162 19593 1.0
6162 19594 1.0
6162 19595 1.0
6163 19596 1.0
6163 19597 1.0
6163 19598 1.0
6164 19599 1.0
6164 19600 1.0
6165 19601 1.0
6165 19602 1.0
6165 19603 1.0
6166 19604 1.0
6166 19605 1.0
6166 19606 1.0
6167 19607 1.0
6167 19608 1.0
6167 19609 1.0
6167 19610 1.0
6168 19611 1.0
6168 19612 1.0
6168 19613 1.0
6169 19614 1.0
6169 19615 1.0
6169 19616 1.0
6170 19617 1.0
6170 19618 1.0
6170 19619 1.0
6171 19620 1.0
6171 19621 1.0
6171 19622 1.0
6172 19623 1.0
6172 19624 1.0
6172 19625 1.0
6173 19626 1.0
6173 19627 1.0
6173 19628 1.0
6174 19629 1.0
6174 19630 1.0
6175 19631 1.0
6175 19632 1.0
6175 19633 1.0
6176 19634 1.0
6176 19635 1.0
6176 19636 1.0
6177 19637 1.0
6177 19638 1.0
6177 19639 1.0
6178 19640 1.0
6178 19641 1.0
6178 19642 1.0
6178 19643 1.0
6179 19644 1.0
6179 19645 1.0
6179 19646 1.0
6180 19647 1.0
6180 19648 1.0
6180 19649 1.0
6181 19650 1.0
6181 19651 1.0
6182 19652 1.0
6182 19653 1.0
6182 19654 1.0
6183 19655 1.0
6183 19656 1.0
6183 19657 1.0
6184 19658 1.0
6184 19659 1.0
6184 19660 1.0
6184 19661 1.0
6185 19662 1.0
6185 19663 1.0
6185 19664 1.0
6185 19665 1.0
6186 19666 1.0
6186 19667 1.0
6186 19668 1.0
6187 19669 1.0
6187 19670 1.0
6187 19671 1.0
6187 19672 1.0
6188 19673 1.0
6188 19674 1.0
6189 19675 1.0
6189 19676 1.0
6189 19677 1.0
6190 19678 1.0
6190 19679 1.0
6190 19680 1.0
6191 19681 1.0
6191 19682 1.0
6191 19683 1.0
6192 19684 1.0
6192 19685 1.0
6192 19686 1.0
6193 19687 1.0
6193 19688 1.0
6193 19689 1.0
6194 19690 1.0
6194 19691 1.0
6194 19692 1.0
6195 19693 1.0
6195 19694 1.0
6195 19695 1.0
6196 19696 1.0
6196 19697 1.0
6196 19698 1.0
6197 19699 1.0
6197 19700 1.0
6197 19701 1.0
6198 19702 1.0
6198 19703 1.0
6198 19704 1.0
6199 19705 1.0
6199 19706 1.0
6199 19707 1.0
6200 19708 1.0
6200 19709 1.0
6201 19710 1.0
6201 19711 1.0
6201 19712 1.0
6202 19713 1.0
6202 19714 1.0
6202 19715 1.0
6203 19716 1.0
6203 19717 1.0
6203 19718 1.0
6204 19719 1.0
6204 19720 1.0
6204 19721 1.0
6205 19722 1.0
6205 19723 1.0
6205 19724 1.0
6206 19725 1.0
6206 19726 1.0
6207 19727 1.0
6207 19728 1.0
6207 19729 1.0
6207 19730 1.0
6208 19731 1.0
6208 19732 1.0
6208 19733 1.0
6209 19734 1.0
6209 19735 1.0
6209 19736 1.0
6210 19737 1.0
6210 19738 1.0
6210 19739 1.0
6211 19740 1.0
6211 19741 1.0
6212 19742 1.0
6212 19743 1.0
6212 19744 1.0
6212 19745 1.0
6213 19746 1.0
6213 19747 1.0
6213 19748 1.0
6214 19749 1.0
6214 19750 1.0
6215 19751 1.0
6215 19752 1.0
6215 19753 1.0
6215 19754 1.0
6215 19755 1.0
6216 19756 1.0
6216 19757 1.0
6216 19758 1.0
6216 19759 1.0
6216 19760 1.0
6216 19761 1.0
6217 19762 1.0
6217 19763 1.0
6217 19764 1.0
6217 19765 1.0
6217 19766 1.0
6217 19767 1.0
6218 19768 1.0
6218 19769 1.0
6218 19770 1.0
6219 19771 1.0
6219 19772 1.0
6219 19773 1.0
6220 19774 1.0
6220 19775 1.0
6220 19776 1.0
6220 19777 1.0
6221 19778 1.0
6221 19779 1.0
6221 19780 1.0
6222 19781 1.0
6222 19782 1.0
6223 19783 1.0
6223 19784 1.0
6223 19785 1.0
6223 19786 1.0
6224 19787 1.0
6224 19788 1.0
6224 19789 1.0
6225 19790 1.0
6225 19791 1.0
6226 19792 1.0
6226 19793 1.0
6226 19794 1.0
6227 19795 1.0
6227 19796 1.0
6227 19797 1.0
6227 19798 1.0
6227 19799 1.0
6228 19800 1.0
6228 19801 1.0
6229 19802 1.0
6229 19803 1.0
6229 19804 1.0
6230 19805 1.0
6230 19806 1.0
6230 19807 1.0
6231 19808 1.0
6231 19809 1.0
6231 19810 1.0
6232 19811 1.0
6232 19812 1.0
6232 19813 1.0
6233 19814 1.0
6233 19815 1.0
6233 19816 1.0
6234 19817 1.0
6234 19818 1.0
6234 19819 1.0
6235 19820 1.0
6235 19821 1.0
6235 19822 1.0
6236 19823 1.0
6236 19824 1.0
6236 19825 1.0
6236 19826 1.0
6237 19827 1.0
6237 19828 1.0
6237 19829 1.0
6238 19830 1.0
6238 19831 1.0
6238 19832 1.0
6239 19833 1.0
6239 19834 1.0
6239 19835 1.0
6240 19836 1.0
6240 19837 1.0
6241 19838 1.0
6241 19839 1.0
6241 19840 1.0
6241 19841 1.0
6242 19842 1.0
6242 19843 1.0
6242 19844 1.0
6243 19845 1.0
6243 19846 1.0
6243 19847 1.0
6244 19848 1.0
6244 19849 1.0
6244 19850 1.0
6245 19851 1.0
6245 19852 1.0
6245 19853 1.0
6246 19854 1.0
6246 19855 1.0
6246 19856 1.0
6247 19857 1.0
6247 19858 1.0
6247 19859 1.0
6248 19860 1.0
6248 19861 1.0
6248 19862 1.0
6249 19863 1.0
6249 19864 1.0
6249 19865 1.0
6250 19866 1.0
6250 19867 1.0
6251 19868 1.0
6251 19869 1.0
6251 19870 1.0
6251 19871 1.0
6252 19872 1.0
6252 19873 1.0
6252 19874 1.0
6253 19875 1.0
6253 19876 1.0
6253 19877 1.0
6254 19878 1.0
6254 19879 1.0
6254 19880 1.0
6255 19881 1.0
6255 19882 1.0
6255 19883 1.0
6256 19884 1.0
6256 19885 1.0
6256 19886 1.0
6257 19887 1.0
6257 19888 1.0
6258 19889 1.0
6258 19890 1.0
6258 19891 1.0
6259 19892 1.0
6259 19893 1.0
6259 19894 1.0
6259 19895 1.0
6259 19896 1.0
6260 19897 1.0
6260 19898 1.0
6260 19899 1.0
6260 19900 1.0
6260 19901 1.0
6261 19902 1.0
6261 19903 1.0
6261 19904 1.0
6262 19905 1.0
6262 19906 1.0
6262 19907 1.0
6263 19908 1.0
6263 19909 1.0
6263 19910 1.0
6264 19911 1.0
6264 19912 1.0
6264 19913 1.0
6265 19914 1.0
6265 19915 1.0
6265 19916 1.0
6266 19917 1.0
6266 19918 1.0
6266 19919 1.0
6267 19920 1.0
6267 19921 1.0
6267 19922 1.0
6267 19923 1.0
6268 19924 1.0
6268 19925 1.0
6269 19926 1.0
6269 19927 1.0
6269 19928 1.0
6270 19929 1.0
6270 19930 1.0
6270 19931 1.0
6270 19932 1.0
6271 19933 1.0
6271 19934 1.0
6271 19935 1.0
6272 19936 1.0
6272 19937 1.0
6272 19938 1.0
6273 19939 1.0
6273 19940 1.0
6274 19941 1.0
6274 19942 1.0
6274 19943 1.0
6275 19944 1.0
6275 19945 1.0
6275 19946 1.0
6275 19947 1.0
6276 19948 1.0
6276 19949 1.0
6276 19950 1.0
6277 19951 1.0
6277 19952 1.0
6277 19953 1.0
6278 19954 1.0
6278 19955 1.0
6278 19956 1.0
6279 19957 1.0
6279 19958 1.0
6279 19959 1.0
6280 19960 1.0
6280 19961 1.0
6280 19962 1.0
6281 19963 1.0
6281 19964 1.0
6282 19965 1.0
6282 19966 1.0
6282 19967 1.0
6283 19968 1.0
6283 19969 1.0
6283 19970 1.0
6284 19971 1.0
6284 19972 1.0
6284 19973 1.0
6285 19974 1.0
6285 19975 1.0
6285 19976 1.0
6286 19977 1.0
6286 19978 1.0
6286 19979 1.0
6287 19980 1.0
6287 19981 1.0
6287 19982 1.0
6287 19983 1.0
6288 19984 1.0
6288 19985 1.0
6288 19986 1.0
6289 19987 1.0
6289 19988 1.0
6289 19989 1.0
6290 19990 1.0
6290 19991 1.0
6290 19992 1.0
6291 19993 1.0
6291 19994 1.0
6291 19995 1.0
6292 19996 1.0
6292 19997 1.0
6293 19998 1.0
6293 19999 1.0
6293 20000 1.0
6294 20001 1.0
6294 20002 1.0
6294 20003 1.0
6295 20004 1.0
6295 20005 1.0
6295 20006 1.0
6296 20007 1.0
6296 20008 1.0
6296 20009 1.0
6297 20010 1.0
6297 20011 1.0
6297 20012 1.0
6298 20013 1.0
6298 20014 1.0
6298 20015 1.0
6298 20016 1.0
6299 20017 1.0
6299 20018 1.0
6299 20019 1.0
6300 20020 1.0
6300 20021 1.0
6301 20022 1.0
6301 20023 1.0
6301 20024 1.0
6302 20025 1.0
6302 20026 1.0
6302 20027 1.0
6303 20028 1.0
6303 20029 1.0
6303 20030 1.0
6303 20031 1.0
6304 20032 1.0
6304 20033 1.0
6304 20034 1.0
6304 20035 1.0
6305 20036 1.0
6305 20037 1.0
6305 20038 1.0
6305 20039 1.0
6306 20040 1.0
6306 20041 1.0
6306 20042 1.0
6307 20043 1.0
6307 20044 1.0
6308 20045 1.0
6308 20046 1.0
6308 20047 1.0
6309 20048 1.0
6309 20049 1.0
6309 20050 1.0
6310 20051 1.0
6310 20052 1.0
6310 20053 1.0
6311 20054 1.0
6311 20055 1.0
6311 20056 1.0
6312 20057 1.0
6312 20058 1.0
6312 20059 1.0
6313 20060 1.0
6313 20061 1.0
6313 20062 1.0
6314 20063 1.0
6314 20064 1.0
6314 20065 1.0
6315 20066 1.0
6315 20067 1.0
6315 20068 1.0
6316 20069 1.0
6316 20070 1.0
6316 20071 1.0
6317 20072 1.0
6317 20073 1.0
6318 20074 1.0
6318 20075 1.0
6318 20076 1.0
6319 20077 1.0
6319 20078 1.0
6319 20079 1.0
6320 20080 1.0
6320 20081 1.0
6320 20082 1.0
6320 20083 1.0
6321 20084 1.0
6321 20085 1.0
6321 20086 1.0
6322 20087 1.0
6322 20088 1.0
6322 20089 1.0
6323 20090 1.0
6323 20091 1.0
6324 20092 1.0
6324 20093 1.0
6324 20094 1.0
6324 20095 1.0
6325 20096 1.0
6325 20097 1.0
6325 20098 1.0
6326 20099 1.0
6326 20100 1.0
6326 20101 1.0
6327 20102 1.0
6327 20103 1.0
6328 20104 1.0
6328 20105 1.0
6328 20106 1.0
6329 20107 1.0
6329 20108 1.0
6329 20109 1.0
6330 20110 1.0
6330 20111 1.0
6330 20112 1.0
6331 20113 1.0
6331 20114 1.0
6331 20115 1.0
6332 20116 1.0
6332 20117 1.0
6332 20118 1.0
6332 20119 1.0
6332 20120 1.0
6333 20121 1.0
6333 20122 1.0
6333 20123 1.0
6333 20124 1.0
6333 20125 1.0
6333 20126 1.0
6334 20127 1.0
6334 20128 1.0
6334 20129 1.0
6334 20130 1.0
6334 20131 1.0
6334 20132 1.0
6335 20133 1.0
6335 20134 1.0
6335 20135 1.0
6335 20136 1.0
6335 20137 1.0
6336 20138 1.0
6336 20139 1.0
6336 20140 1.0
6336 20141 1.0
6337 20142 1.0
6337 20143 1.0
6337 20144 1.0
6338 20145 1.0
6338 20146 1.0
6339 20147 1.0
6339 20148 1.0
6339 20149 1.0
6339 20150 1.0
6340 20151 1.0
6340 20152 1.0
6340 20153 1.0
6341 20154 1.0
6341 20155 1.0
6341 20156 1.0
6342 20157 1.0
6342 20158 1.0
6342 20159 1.0
6343 20160 1.0
6343 20161 1.0
6343 20162 1.0
6344 20163 1.0
6344 20164 1.0
6344 20165 1.0
6345 20166 1.0
6345 20167 1.0
6346 20168 1.0
6346 20169 1.0
6346 20170 1.0
6346 20171 1.0
6347 20172 1.0
6347 20173 1.0
6348 20174 1.0
6348 20175 1.0
6348 20176 1.0
6349 20177 1.0
6349 20178 1.0
6349 20179 1.0
6349 20180 1.0
6350 20181 1.0
6350 20182 1.0
6350 20183 1.0
6350 20184 1.0
6351 20185 1.0
6351 20186 1.0
6351 20187 1.0
6352 20188 1.0
6352 20189 1.0
6352 20190 1.0
6353 20191 1.0
6353 20192 1.0
6353 20193 1.0
6354 20194 1.0
6354 20195 1.0
6354 20196 1.0
6355 20197 1.0
6355 20198 1.0
6355 20199 1.0
6356 20200 1.0
6356 20201 1.0
6356 20202 1.0
6357 20203 1.0
6357 20204 1.0
6357 20205 1.0
6358 20206 1.0
6358 20207 1.0
6358 20208 1.0
6359 20209 1.0
6359 20210 1.0
6359 20211 1.0
6359 20212 1.0
6360 20213 1.0
6360 20214 1.0
6361 20215 1.0
6361 20216 1.0
6361 20217 1.0
6362 20218 1.0
6362 20219 1.0
6362 20220 1.0
6362 20221 1.0
6363 20222 1.0
6363 20223 1.0
6364 20224 1.0
6364 20225 1.0
6364 20226 1.0
6365 20227 1.0
6365 20228 1.0
6365 20229 1.0
6366 20230 1.0
6366 20231 1.0
6366 20232 1.0
6366 20233 1.0
6367 20234 1.0
6367 20235 1.0
6367 20236 1.0
6368 20237 1.0
6368 20238 1.0
6368 20239 1.0
6369 20240 1.0
6369 20241 1.0
6369 20242 1.0
6370 20243 1.0
6370 20244 1.0
6370 20245 1.0
6371 20246 1.0
6371 20247 1.0
6371 20248 1.0
6372 20249 1.0
6372 20250 1.0
6372 20251 1.0
6373 20252 1.0
6373 20253 1.0
6374 20254 1.0
6374 20255 1.0
6374 20256 1.0
6375 20257 1.0
6375 20258 1.0
6375 20259 1.0
6375 20260 1.0
6376 20261 1.0
6376 20262 1.0
6376 20263 1.0
6377 20264 1.0
6377 20265 1.0
6377 20266 1.0
6378 20267 1.0
6378 20268 1.0
6378 20269 1.0
6379 20270 1.0
6379 20271 1.0
6379 20272 1.0
6380 20273 1.0
6380 20274 1.0
6380 20275 1.0
6381 20276 1.0
6381 20277 1.0
6381 20278 1.0
6382 20279 1.0
6382 20280 1.0
6382 20281 1.0
6383 20282 1.0
6383 20283 1.0
6383 20284 1.0
6383 20285 1.0
6384 20286 1.0
6384 20287 1.0
6384 20288 1.0
6384 20289 1.0
6384 20290 1.0
6385 20291 1.0
6385 20292 1.0
6385 20293 1.0
6386 20294 1.0
6386 20295 1.0
6386 20296 1.0
6387 20297 1.0
6387 20298 1.0
6387 20299 1.0
6388 20300 1.0
6388 20301 1.0
6388 20302 1.0
6389 20303 1.0
6389 20304 1.0
6389 20305 1.0
6390 20306 1.0
6390 20307 1.0
6390 20308 1.0
6391 20309 1.0
6391 20310 1.0
6392 20311 1.0
6392 20312 1.0
6392 20313 1.0
6393 20314 1.0
6393 20315 1.0
6393 20316 1.0
6394 20317 1.0
6394 20318 1.0
6394 20319 1.0
6394 20320 1.0
6395 20321 1.0
6395 20322 1.0
6395 20323 1.0
6396 20324 1.0
6396 20325 1.0
6397 20326 1.0
6397 20327 1.0
6397 20328 1.0
6398 20329 1.0
6398 20330 1.0
6398 20331 1.0
6399 20332 1.0
6399 20333 1.0
6399 20334 1.0
6400 20335 1.0
6400 20336 1.0
6400 20337 1.0
6400 20338 1.0
6401 20339 1.0
6401 20340 1.0
6401 20341 1.0
6402 20342 1.0
6402 20343 1.0
6402 20344 1.0
6403 20345 1.0
6403 20346 1.0
6403 20347 1.0
6404 20348 1.0
6404 20349 1.0
6404 20350 1.0
6405 20351 1.0
6405 20352 1.0
6405 20353 1.0
6406 20354 1.0
6406 20355 1.0
6406 20356 1.0
6407 20357 1.0
6407 20358 1.0
6407 20359 1.0
6408 20360 1.0
6408 20361 1.0
6408 20362 1.0
6409 20363 1.0
6409 20364 1.0
6409 20365 1.0
6410 20366 1.0
6410 20367 1.0
6411 20368 1.0
6411 20369 1.0
6411 20370 1.0
6412 20371 1.0
6412 20372 1.0
6412 20373 1.0
6412 20374 1.0
6413 20375 1.0
6413 20376 1.0
6414 20377 1.0
6414 20378 1.0
6414 20379 1.0
6414 20380 1.0
6415 20381 1.0
6415 20382 1.0
6415 20383 1.0
6416 20384 1.0
6416 20385 1.0
6416 20386 1.0
6417 20387 1.0
6417 20388 1.0
6417 20389 1.0
6418 20390 1.0
6418 20391 1.0
6419 20392 1.0
6419 20393 1.0
6419 20394 1.0
6420 20395 1.0
6420 20396 1.0
6420 20397 1.0
6421 20398 1.0
6421 20399 1.0
6421 20400 1.0
6421 20401 1.0
6422 20402 1.0
6422 20403 1.0
6422 20404 1.0
6423 20405 1.0
6423 20406 1.0
6423 20407 1.0
6424 20408 1.0
6424 20409 1.0
6424 20410 1.0
6425 20411 1.0
6425 20412 1.0
6425 20413 1.0
6426 20414 1.0
6426 20415 1.0
6426 20416 1.0
6427 20417 1.0
6427 20418 1.0
6428 20419 1.0
6428 20420 1.0
6428 20421 1.0
6428 20422 1.0
6428 20423 1.0
6429 20424 1.0
6429 20425 1.0
6429 20426 1.0
6429 20427 1.0
6430 20428 1.0
6430 20429 1.0
6431 20430 1.0
6431 20431 1.0
6431 20432 1.0
6432 20433 1.0
6432 20434 1.0
6432 20435 1.0
6433 20436 1.0
6433 20437 1.0
6433 20438 1.0
6433 20439 1.0
6434 20440 1.0
6434 20441 1.0
6435 20442 1.0
6435 20443 1.0
6435 20444 1.0
6436 20445 1.0
6436 20446 1.0
6436 20447 1.0
6437 20448 1.0
6437 20449 1.0
6437 20450 1.0
6438 20451 1.0
6438 20452 1.0
6438 20453 1.0
6439 20454 1.0
6439 20455 1.0
6439 20456 1.0
6439 20457 1.0
6440 20458 1.0
6440 20459 1.0
6440 20460 1.0
6441 20461 1.0
6441 20462 1.0
6441 20463 1.0
6441 20464 1.0
6442 20465 1.0
6442 20466 1.0
6442 20467 1.0
6443 20468 1.0
6443 20469 1.0
6444 20470 1.0
6444 20471 1.0
6444 20472 1.0
6444 20473 1.0
6445 20474 1.0
6445 20475 1.0
6445 20476 1.0
6446 20477 1.0
6446 20478 1.0
6446 20479 1.0
6447 20480 1.0
6447 20481 1.0
6447 20482 1.0
6448 20483 1.0
6448 20484 1.0
6448 20485 1.0
6449 20486 1.0
6449 20487 1.0
6450 20488 1.0
6450 20489 1.0
6450 20490 1.0
6451 20491 1.0
6451 20492 1.0
6451 20493 1.0
6452 20494 1.0
6452 20495 1.0
6452 20496 1.0
6453 20497 1.0
6453 20498 1.0
6453 20499 1.0
6454 20500 1.0
6454 20501 1.0
6454 20502 1.0
6455 20503 1.0
6455 20504 1.0
6455 20505 1.0
6456 20506 1.0
6456 20507 1.0
6456 20508 1.0
6456 20509 1.0
6456 20510 1.0
6457 20511 1.0
6457 20512 1.0
6457 20513 1.0
6457 20514 1.0
6458 20515 1.0
6458 20516 1.0
6459 20517 1.0
6459 20518 1.0
6459 20519 1.0
6459 20520 1.0
6460 20521 1.0
6460 20522 1.0
6460 20523 1.0
6461 20524 1.0
6461 20525 1.0
6461 20526 1.0
6462 20527 1.0
6462 20528 1.0
6462 20529 1.0
6463 20530 1.0
6463 20531 1.0
6463 20532 1.0
6464 20533 1.0
6464 20534 1.0
6464 20535 1.0
6465 20536 1.0
6465 20537 1.0
6465 20538 1.0
6465 20539 1.0
6466 20540 1.0
6466 20541 1.0
6466 20542 1.0
6467 20543 1.0
6467 20544 1.0
6467 20545 1.0
6467 20546 1.0
6468 20547 1.0
6468 20548 1.0
6468 20549 1.0
6469 20550 1.0
6469 20551 1.0
6469 20552 1.0
6470 20553 1.0
6470 20554 1.0
6470 20555 1.0
6471 20556 1.0
6471 20557 1.0
6471 20558 1.0
6472 20559 1.0
6472 20560 1.0
6472 20561 1.0
