source target length delay admittance
65 48 1.609344 0.07657624769018954 87.0321987916746
70 48 1.609344 0.07657624769018954 87.0321987916746
71 48 0.025000000292152436 0.001 106.95187223116687
89 49 0.025000000292152436 0.001 106.95187223116687
91 49 0.025000000292152436 0.001 119.04762328398684
96 49 14.966550992663192 0.06057669715466646 37.82563855099069
97 49 6.948756084706265 0.045188288662015096 84.1199726619031
98 49 6.948756084706265 0.045188288662015096 84.1199726619031
52 50 1.609344 0.009259184740812842 869.5651948082692
54 50 20.31174884249346 0.08458714456529422 38.65501048095353
55 50 90.33382474534166 0.12262251319179762 14.115175826567102
92 50 11.75943327838555 0.05031296934943783 78.4464549994201
99 50 14.75274397472845 0.13538795383106186 18.515901358590565
100 50 14.75274397472845 0.13538795383106186 18.515901358590565
101 51 34.20925976738034 0.10576824006636618 25.23378465744
102 53 1.609344 0.009668247275209743 1999.9998650051077
103 54 33.35402920659007 0.09911418082789085 34.449307592190245
29 55 1.609344 0.003905125276761063 9999.995252624509
66 55 33.35402920659007 0.0939494399989042 34.449307592190245
104 55 33.35402920659007 0.10504727792833647 34.449307592190245
105 55 30.467623263740194 0.08942130405282608 27.321561446424962
106 55 14.75274397472845 0.08625587146034497 29.396200254896588
110 59 1.609344 0.003095157855897746 9999.995252624509
116 59 1.609344 0.05662155003760598 200.00000443034847
118 59 1.609344 0.05662155003760598 200.00000443034847
120 63 1.609344 0.05662155003760598 200.00000443034847
107 64 33.35402920659007 0.10504038935648753 34.449307592190245
121 64 33.35402920659007 0.10504038935648753 34.449307592190245
132 64 1.609344 0.010694625125560917 1999.9998650051077
127 65 184.9999971454963 0.1657096398455202 53.69211890947847
128 65 205.00000391621143 0.12949008086253838 59.87972296984417
108 67 0.025000000292152436 0.04925950671872531 628.9308164251246
109 67 0.025000000292152436 0.04925950671872531 628.9308164251246
125 67 207.4999938486144 0.17288736172382527 53.02712198590067
134 67 1.609344 0.10817092244767908 72.13737911852594
135 67 1.609344 0.06820201738721278 72.14689710297623
129 68 1.609344 0.06820201738721278 72.14689710297623
146 68 1.609344 0.1530441689092078 42.77003454431938
148 68 447.50000233761966 0.2953242567612494 39.520390983761764
149 68 1.609344 0.012288206080714025 1999.9998650051077
126 69 747.7545355802586 0.2831268885095152 10.29839883377434
130 69 124.6257505565812 0.21327592489460653 40.70661336915488
147 69 124.6257505565812 0.21327592489460653 40.70661336915488
152 69 216.88382232192936 0.14777732299309806 12.535904062494321
153 69 1.609344 0.03696316839340187 67.01663116027923
155 69 216.88382232192936 0.14777732299309806 12.535904062494321
122 70 1.609344 0.03696316839340187 67.01663116027923
136 70 23.625771310264124 0.05890914852464357 29.82145589295145
137 70 31.0021420531027 0.07797003124299053 26.23949054518534
138 70 33.0333174351623 0.07724902263538148 21.33471565340474
139 70 24.16029009962663 0.06098101056343595 29.159155052891194
81 71 1.609344 0.001 1999.9998650051077
123 71 5.024485145008267 0.018166255581154804 138.02125994581084
140 71 3.741637748165798 0.017564722672596858 186.17068596539198
141 71 23.5188665567711 0.06584080026408427 29.162472889317094
142 71 25.443137185337687 0.06817623336975198 27.198219897703567
143 72 21.487691174711497 0.06069231614131321 32.461583707064335
144 72 30.040006738819407 0.07530158024737808 23.227831541222955
154 72 1.609344 0.006377695691915187 1999.9998650051077
117 73 3.10021420531027 0.02058717630238854 229.9020684405905
119 73 1.609344 0.003217141680915157 1999.9998650051077
150 73 24.481001871054396 0.04285990426634443 62.52039239902036
151 73 24.481001871054396 0.04285990426634443 62.52039239902036
131 74 15.073455746156215 0.034352725216714265 102.33051350543012
133 75 15.073455746156215 0.034352725216714265 102.33051350543012
112 76 17.211534637183192 0.03444997585277908 101.59947333363921
145 77 17.211534637183192 0.03444997585277908 101.59947333363921
124 78 2.8864062539812894 0.020082157775797516 253.8545263501259
21 79 2.8864062539812894 0.020082157775797516 253.8545263501259
30 79 2.8864062539812894 0.020082157775797516 253.8545263501259
67 79 14.75274397472845 0.0325447679108862 88.92841960430154
111 79 14.75274397472845 0.0325447679108862 88.92841960430154
68 80 1.609344 0.0061987905090972505 1999.9998650051077
156 80 3.955445699494778 0.017509470849193954 271.83851588626084
157 82 5.879716639192775 0.023707263030552126 169.90176894163864
158 82 7.803987890022186 0.022901020184073154 97.31448488846844
159 83 7.803987890022186 0.022901020184073154 97.31448488846844
160 83 1.609344 0.012997100978987866 75.16885110975268
161 83 1.609344 0.013045860506153584 74.60817255277482
162 84 12.721568592668843 0.03333022953015401 80.02056646337246
169 85 12.721568592668843 0.03333022953015401 80.02056646337246
164 86 13.683703906952136 0.023526381319961008 101.28303099049259
170 87 11.75943327838555 0.032537819925109325 83.74666208992906
171 89 140.00000373926014 0.2358162967078225 70.61609734442544
172 89 11.75943327838555 0.03494060872663693 78.4464549994201
173 90 11.75943327838555 0.03494060872663693 78.4464549994201
174 90 11.75943327838555 0.044538342525198664 78.4464549994201
179 90 11.75943327838555 0.044538342525198664 78.4464549994201
180 90 11.75943327838555 0.044538342525198664 78.4464549994201
165 91 1.609344 0.05736918715474212 33.43001026309704
166 91 11.75943327838555 0.037061184938563405 78.4464549994201
181 91 1.609344 0.001 1999.9998650051077
185 91 11.75943327838555 0.054349348881024065 78.4464549994201
182 92 11.75943327838555 0.054349348881024065 78.4464549994201
191 92 11.75943327838555 0.04484439841059463 78.4464549994201
192 92 11.75943327838555 0.04484439841059463 78.4464549994201
193 93 4.676016162729647 0.04696316552390364 34.449307592190245
163 95 1.609344 0.004364630694040064 1999.9998650051077
186 96 11.75943327838555 0.06286518753763363 78.4464549994201
187 96 11.75943327838555 0.06286518753763363 78.4464549994201
198 96 11.75943327838555 0.06774559297726429 78.4464549994201
199 96 11.75943327838555 0.06774559297726429 78.4464549994201
200 96 33.35402920659007 0.1257869608060596 34.449307592190245
203 97 33.35402920659007 0.1257869608060596 34.449307592190245
204 97 11.75943327838555 0.07988116359013857 78.4464549994201
205 97 11.75943327838555 0.07988116359013857 78.4464549994201
206 97 11.75943327838555 0.06905681071307446 78.4464549994201
207 97 33.35402920659007 0.1041545166130134 34.449307592190245
167 98 11.75943327838555 0.06285990844549137 78.4464549994201
168 98 11.75943327838555 0.05910448160850034 78.4464549994201
188 98 33.35402920659007 0.12216205541608784 34.449307592190245
208 99 33.35402920659007 0.12216205541608784 34.449307592190245
212 101 11.75943327838555 0.06774069457289529 78.4464549994201
213 101 11.75943327838555 0.06906141683001486 78.4464549994201
214 103 33.35402920659007 0.10416146377088756 34.449307592190245
219 103 11.75943327838555 0.060381868436286935 78.4464549994201
215 104 33.35402920659007 0.1329677158494149 34.449307592190245
216 104 33.35402920659007 0.1329677158494149 34.449307592190245
218 105 11.75943327838555 0.05756125730308088 78.4464549994201
220 106 11.75943327838555 0.05756125730308088 78.4464549994201
228 108 1.609344 0.008608135934136769 1999.9998650051077
231 110 33.35402920659007 0.1257808978804851 34.449307592190245
233 112 33.35402920659007 0.1257808978804851 34.449307592190245
238 114 33.35402920659007 0.07384592816600946 34.449307592190245
239 115 33.35402920659007 0.0809690712551203 34.449307592190245
240 115 1.609344 0.07370089024839767 57.462723361860476
217 116 1.609344 0.07370089024839767 57.462723361860476
221 116 1.609344 0.07370089024839767 57.462723361860476
222 116 132.50000483822078 0.044080547000953485 77.03671262681665
223 116 125.00000593718141 0.11541225001420065 113.32502142270181
242 116 11.75943327838555 0.03494971139937772 78.4464549994201
245 117 11.75943327838555 0.03494971139937772 78.4464549994201
246 117 11.75943327838555 0.05319555799737383 78.4464549994201
252 118 11.75943327838555 0.05319555799737383 78.4464549994201
253 118 11.75943327838555 0.05319555799737383 78.4464549994201
241 119 1.609344 0.009011104519913542 1999.9998650051077
254 120 33.35402920659007 0.08950821982776676 34.449307592190245
255 121 33.35402920659007 0.08950821982776676 34.449307592190245
243 122 33.35402920659007 0.11694476441531221 34.449307592190245
247 122 33.35402920659007 0.0939571417197564 34.449307592190245
248 123 33.35402920659007 0.0939571417197564 34.449307592190245
75 124 33.35402920659007 0.11016501666793635 34.449307592190245
256 124 33.35402920659007 0.10505379503746144 34.449307592190245
249 125 33.35402920659007 0.10505379503746144 34.449307592190245
76 126 33.35402920659007 0.1050407608681482 34.449307592190245
257 126 1.609344 0.006174544695129477 1999.9998650051077
250 127 33.35402920659007 0.0878691622934573 34.449307592190245
77 128 1.609344 0.001 1999.9998650051077
258 128 33.35402920659007 0.08135244476641176 34.449307592190245
244 129 33.35402920659007 0.09963922792607363 34.449307592190245
251 129 33.35402920659007 0.09963922792607363 34.449307592190245
201 130 33.35402920659007 0.08135196390639851 34.449307592190245
259 130 33.35402920659007 0.09394985543162807 34.449307592190245
202 131 33.35402920659007 0.09812324064128752 34.449307592190245
260 131 33.35402920659007 0.09812324064128752 34.449307592190245
265 132 1.609344 0.001 1999.9998650051077
266 133 33.35402920659007 0.06641712360705346 34.449307592190245
269 133 33.35402920659007 0.07425633758144072 34.449307592190245
271 134 1.609344 0.004364630694040064 1999.9998650051077
226 135 4.676016162729647 0.04696316552390035 34.449307592190245
227 135 1.609344 0.006174544695124011 1999.9998650051077
276 136 4.676016162729647 0.06643773205091737 34.449307592190245
282 139 4.676016162729647 0.06643773205091737 34.449307592190245
284 140 1.609344 0.047753558423457416 33.43001026309704
196 142 1.609344 0.047753558423457416 33.43001026309704
229 142 197.50000501517206 0.1796096672352964 51.583340102203145
197 143 217.49999723397195 0.19327912348223206 47.874088993005174
230 143 217.49999723397195 0.19327912348223206 47.874088993005174
285 144 1.609344 0.023028787056355603 1999.9998650051077
224 145 1.609344 0.11473864180851313 57.462723361860476
261 145 180.00000272877514 0.11842589871626122 62.43681173499326
209 146 207.4999938486144 0.15688163282928155 50.333849818608066
210 146 1.609344 0.11550192200008967 57.462723361860476
225 146 1.609344 0.09551845066826377 84.02174570804634
263 146 4.999999873689376 0.001 100.20020337053113
280 147 0.025000000292152436 0.001 106.95187223116687
279 148 0.025000000292152436 0.001 105.93220148766487
281 148 0.025000000292152436 0.001 106.95187223116687
294 148 382.5000021606684 0.1417814172963275 67.66170810816202
295 148 33.35402920659007 0.08135244476642313 34.449307592190245
273 149 33.35402920659007 0.057518575545373894 34.449307592190245
286 149 1.609344 0.00436463069403579 1999.9998650051077
287 149 1.609344 0.001 1999.9998650051077
288 149 307.50001315027475 0.16257702837694055 37.56794966412599
272 150 307.50001315027475 0.16274228031082955 37.52570221335072
300 150 280.0000074785203 0.15203609427746986 39.69056205503314
301 150 132.50000483822078 0.09078900576013653 77.03671262681665
175 151 232.49999503605068 0.26972832786493434 27.433438245380295
176 151 1.609344 0.1082458350752193 57.462723361860476
189 151 169.99999934341758 0.15639144560737114 63.033499274728065
190 151 1.609344 0.044617435415880986 57.462723361860476
194 151 1.609344 0.001 1999.9998650051077
195 151 2.499999936844688 0.07591940682470105 278.5504440266887
211 151 245.00000290572643 0.11881638614789662 96.18813424311519
267 151 1.609344 0.1749713270299861 57.462723361860476
277 151 412.4999977648258 0.36019387641294387 17.47830120987327
296 151 399.99998989515007 0.054938155178602205 80.68607632416582
177 152 1.609344 0.08644638986513134 79.98976077454257
178 152 180.00000272877514 0.03653768679600034 282.95591446496326
183 152 1.609344 0.03641409326797292 57.462723361860476
184 152 1.609344 0.08700035980261413 57.47031446176499
270 152 132.50000483822078 0.15000525480401664 217.8318495687462
283 152 132.50000483822078 0.15000525480401664 217.8318495687462
289 152 33.35402920659007 0.08613040022044176 34.449307592190245
293 152 33.35402920659007 0.12939919022932453 34.449307592190245
298 152 147.74124427616795 0.17078894432455288 10.671820888341385
299 152 33.35402920659007 0.08787739690107314 34.449307592190245
232 153 33.35402920659007 0.0664171236070163 34.449307592190245
290 153 33.35402920659007 0.08787739690107314 34.449307592190245
234 154 265.33557706002347 0.25410869426055893 5.841502691865572
235 154 158.21783046884244 0.20993421256921785 9.795423204540294
302 154 147.74124427616795 0.18998081693058272 10.671820888341385
303 154 178.31577478245245 0.2080615290553891 8.693700287586346
304 155 118.9840896011622 0.15377981629643783 14.770798284286023
264 156 112.24913493402524 0.15214531109599233 15.09718266018802
305 157 118.12885157321801 0.1533628682675407 14.851582389312954
274 158 417.2460818319062 0.4236573298200218 3.6127747184656682
275 158 1.609344 0.10032472817790955 33.43001026309704
315 160 147.74124427616795 0.2259751178796938 10.671820888341385
319 162 147.74124427616795 0.2259751178796938 10.671820888341385
320 162 326.91223717415414 0.3015879133522906 4.833891451208346
321 162 33.35402920659007 0.09811626315445994 34.449307592190245
325 163 33.35402920659007 0.09811626315445994 34.449307592190245
326 163 33.35402920659007 0.12506519502869795 34.449307592190245
332 164 147.74124427616795 0.16005589566134532 10.671820888341385
333 164 33.35402920659007 0.11633091921609168 34.449307592190245
308 165 238.93030704945377 0.26475911722461826 6.149934978320217
334 166 33.35402920659007 0.0664171236070163 34.449307592190245
335 166 33.35402920659007 0.08787739690107547 34.449307592190245
337 167 1.609344 0.08933422702830111 33.43001026309704
339 167 1.609344 0.08933422702830111 33.43001026309704
340 167 1.609344 0.005159942008479765 1999.9998650051077
309 168 1.609344 0.014113823417258226 1999.9998650051077
327 169 147.74124427616795 0.24572276230888254 10.671820888341385
341 170 147.74124427616795 0.24572276230888254 10.671820888341385
310 171 1.609344 0.18619634638235105 138.88889126128848
316 171 1.609344 0.04762483735384608 1999.9998650051077
317 172 180.00000272877514 0.2605792391401352 72.26089977188282
322 172 195.00000053085387 0.2691773552243951 66.48830435609639
323 173 184.9999971454963 0.2605956315712146 70.67455486214817
343 174 195.00000053085387 0.11173200616512971 397.7629023097875
311 175 265.00000967644155 0.24238837314124484 77.08093400521126
344 175 304.99999411404133 0.25482562350403815 42.08516695097528
324 176 29.999999242136255 0.05420836809349264 419.63501589365137
345 177 150.0000071246177 0.11590143657293801 96.36362514776997
312 178 660.0000197067857 0.293558547432008 37.01060298303775
346 178 157.50000602565706 0.2670493159533412 70.75113957627823
328 180 272.5000085774809 0.34874301830814264 41.48575757181876
329 180 269.9999895412475 0.34881371268796196 41.46934763368032
347 180 102.50000195810571 0.12588504558580343 135.47574116595237
348 180 165.00000492669642 0.15729908164434744 78.8818238837457
349 181 165.00000492669642 0.15729908164434744 78.8818238837457
350 181 57.50000127591193 0.13143201627384543 221.44172284119492
342 182 49.99999873689376 0.13069180526834237 223.99015059766953
360 182 1.609344 0.04083472907304925 1999.9998650051077
351 183 300.0000142492354 0.4130400116915141 43.12005200512413
354 184 75.00000356230885 0.3837111904895861 49.99437706571667
352 185 49.99999873689376 0.20776996497643957 121.91496167755606
353 185 490.00000581145287 0.46049100373567814 30.213230352758348
355 185 2.499999936844688 0.01226201451983228 3331.482865295935
356 185 2.499999936844688 0.01226201451983228 3331.482865295935
330 186 1.609344 0.09057816891316363 84.66186557864582
336 186 1.609344 0.07145536324549794 136.0442214702981
357 186 49.99999873689376 0.1409228785865172 121.91496167755606
358 186 1.609344 0.001 452.48867416997064
363 186 429.2664938420288 0.5320934340384653 14.796186338351559
366 187 0.6414236206383813 0.016337727241905263 762.5593782097034
313 188 0.6414236206383813 0.01537504132549295 860.9181014447663
368 188 1.609344 0.010046143827509036 1999.9998650051077
364 189 21.380788910269775 0.10985453960030275 49.751860588133
367 190 0.025000000292152436 0.019895602790901308 606.0606082315496
365 191 0.025000000292152436 0.001 79.17656511905214
369 192 0.025000000292152436 0.019895602790901308 606.0606082315496
371 193 0.025000000292152436 0.001 79.17656511905214
362 194 282.49999741092324 0.3812912666282457 48.260604306170364
373 194 282.49999741092324 0.3812912666282457 48.260604306170364
370 195 174.99999376013875 0.6454768840547385 13.512908776123869
372 196 500.00002374872565 0.335981777402381 49.751860588133
318 197 1.609344 0.038698515264944215 1999.9998650051077
374 198 49.99999873689376 0.21255611601425203 121.91496167755606
375 199 49.99999873689376 0.21255611601425203 121.91496167755606
379 200 1.609344 0.044868420000374616 1999.9998650051077
376 201 49.99999873689376 0.23159706360474475 121.91496167755606
331 203 49.99999873689376 0.23159706360474475 121.91496167755606
359 203 49.99999873689376 0.2209947316466098 121.91496167755606
361 203 49.99999873689376 0.2209947316466098 121.91496167755606
386 203 354.9999964889139 0.4007021365829132 44.199665294791195
387 204 1.609344 0.17421394698006293 100.00000223017423
384 205 174.99999376013875 0.6501774847348183 13.512908776123869
389 205 21.380788910269775 0.2530098765531949 12.496095858865857
390 206 272.5000085774809 0.32715470461540114 41.48575757181876
394 206 1.609344 0.03545278652332571 1999.9998650051077
388 207 207.4999938486144 0.29973930009675664 49.957000402773
395 208 165.00000492669642 0.06465069990302778 562.7131463021115
377 209 1.609344 0.03105398618711826 1999.9998650051077
380 209 184.9999971454963 0.11619541773883518 78.85435178944323
381 209 875.0000270083547 0.15227562565498826 127.77530905598701
391 211 1.609344 0.03143604709279535 1999.9998650051077
392 211 1.609344 0.11625403089034513 100.00000223017423
396 211 1.609344 0.02399479179122322 1999.9998650051077
393 212 21.380788910269775 0.21910613354373906 12.496095858865857
397 212 1.609344 0.1231199404803771 138.88889126128848
399 212 83.08383907784935 0.06775134076659783 383.37381604849406
385 213 1.609344 0.01978256859967552 1999.9998650051077
400 213 0.006923653008542061 0.06281257905877145 217.3912994725941
401 213 429.2664938420288 0.3578068905128066 14.796186338351559
402 214 1.609344 0.2388261390105361 55.24102868201934
403 215 0.006923653008542061 0.001 217.3912994725941
338 216 0.006923653008542061 0.001 217.3912994725941
236 217 429.2664938420288 0.3738121850990905 14.796186338351559
237 217 429.2664938420288 0.3738121850990905 14.796186338351559
406 217 115.45625762640549 0.4691667100462057 10.29839883377434
407 217 115.45625762640549 0.490140049749397 10.29839883377434
378 218 447.50000233761966 0.23746823147208712 70.603686965326
408 218 1.609344 0.1527557316295669 55.24102868201934
409 218 1.609344 0.021447611206118447 1999.9998650051077
113 219 1.609344 0.24372328996074244 55.24102868201934
410 219 7.483275496331596 0.2129512033168091 13.512908776123869
411 219 115.45625762640549 0.2749660647582093 10.29839883377434
412 220 115.45625762640549 0.2749660647582093 10.29839883377434
382 221 115.45625762640549 0.5783215267027817 10.29839883377434
383 221 7.483275496331596 0.10582270173126365 39.98432861959119
414 222 1.609344 0.011038569065151382 1999.9998650051077
420 223 1.609344 0.09388503996923392 55.24102868201934
421 223 1.609344 0.23933719198588507 55.24102868201934
114 224 0.006923653008542061 0.001 217.3912994725941
115 224 115.45625762640549 0.5818964272587905 10.29839883377434
415 224 115.45625762640549 0.28241607617494296 10.29839883377434
422 224 115.45625762640549 0.28241607617494296 10.29839883377434
423 224 1.609344 0.014351829503643677 1999.9998650051077
424 224 1.609344 0.014352700446361468 1999.9998650051077
425 224 58.58335688494171 0.16709939647527094 20.592996071274825
429 224 57.728128813202744 0.1670916730079906 20.59679766754868
430 225 1.609344 0.34235516703142665 33.43001026309704
10 226 1.609344 0.34235516703142665 33.43001026309704
438 226 429.2664938420288 0.5827113820995933 14.796186338351559
33 227 429.2664938420288 0.5827113820995933 14.796186338351559
413 227 747.7545355802586 0.6559730114525516 10.29839883377434
431 227 429.2664938420288 0.33274619111612463 14.796186338351559
432 227 1.609344 0.02361779053705631 1999.9998650051077
435 227 747.7545355802586 0.37924531505025955 10.29839883377434
436 227 166.1676781556987 0.08575416427494083 244.10291594794393
426 228 145.39670629594713 0.08403056848277127 315.0579301902053
433 228 110.7784440436063 0.1703945747272802 44.13731328911293
416 229 110.7784440436063 0.1703945747272802 44.13731328911293
417 229 1.609344 0.14462355408531163 55.24102868201934
427 229 1.609344 0.14462355408531163 55.24102868201934
428 229 360.02995321696153 0.383498555366099 16.549669967211567
404 230 339.2589974775956 0.3622424315891156 18.544930127010794
405 230 117.70210133019016 0.08031394557169308 354.60770753015174
418 230 145.39670629594713 0.08406010470730636 315.0579301902053
419 230 117.70210133019016 0.08031394557169308 354.60770753015174
434 231 145.39670629594713 0.08406010470730636 315.0579301902053
12 232 83.08383907784935 0.14554836584188807 57.99855040071953
398 232 55.38922202180315 0.03916803298046233 753.0086217751542
13 233 55.38922202180315 0.03916803298046233 753.0086217751542
437 233 221.5568880872126 0.3238156270873857 28.533604203088128
439 233 664.6707126227948 0.39843835015031576 11.32204412902246
440 234 235.40420266038032 0.3002706108298145 26.628160740951856
441 235 235.40420266038032 0.2994699882044688 26.770139791505326
314 236 235.40420266038032 0.2571591514327991 25.41478635802188
262 237 1.609344 0.02688958983646809 1999.9998650051077
268 237 263.0988156863301 0.292689214051881 29.22977005551186
442 237 221.5568880872126 0.29638757927627024 28.533604203088128
291 238 561.5082400091966 0.6038122677311731 7.291818476385547
292 238 1.609344 0.10200588323598057 51.28205022330637
443 238 0.006923653008542061 0.11180460758880582 217.3912994725941
278 239 1.609344 0.02836106563481694 1999.9998650051077
297 239 1.609344 0.023545169985732688 1999.9998650051077
445 239 397.4999999627471 0.10060196272076741 89.17981396136065
306 240 1.609344 0.0658888340461528 57.47031446176499
307 240 1.609344 0.14187041040736323 57.462723361860476
444 240 208.6764858255457 0.22947976670347292 7.225253856110958
446 240 417.2460818319062 0.37071947616268663 3.6127747184656682
447 240 417.2460818319062 0.37071947616268663 3.6127747184656682
449 240 1.609344 0.001 1999.9998650051077
448 241 208.6764858255457 0.22947976670354275 7.225253856110958
450 242 1.609344 0.008151687167212634 1999.9998650051077
